"Kanton","Bezirk","Gemeinde","Anzahl","Meta","Type","Content"
"St. Gallen","Wahlkreis Werdenberg","Buchs (SG)","10",NA,NA,NA
"St. Gallen","Wahlkreis Werdenberg","Andere Gemeinden","8",NA,NA,NA
"St. Gallen","Wahlkreis Werdenberg","Wartau","8",NA,NA,NA
"St. Gallen","Wahlkreis Werdenberg","Sennwald","7",NA,NA,NA
"Nidwalden","","Hergiswil (NW)","180",NA,NA,NA
"Nidwalden","","Stans","151",NA,NA,NA
"Nidwalden","","Stansstad","95",NA,NA,NA
"Nidwalden","","Ennetbürgen","81",NA,NA,NA
"Nidwalden","","Beckenried","73",NA,NA,NA
"Nidwalden","","Buochs","60",NA,NA,NA
"Nidwalden","","Oberdorf (NW)","47",NA,NA,NA
"Nidwalden","","Ennetmoos","36",NA,NA,NA
"Nidwalden","","Dallenwil","32",NA,NA,NA
"Nidwalden","","Wolfenschiessen","27",NA,NA,NA
"Nidwalden","","Emmetten","25",NA,NA,NA
"Solothurn","Bezirk Olten","Olten","57",NA,NA,NA
"Solothurn","Bezirk Olten","Dulliken","28",NA,NA,NA
"Solothurn","Bezirk Olten","Hägendorf","26",NA,NA,NA
"Solothurn","Bezirk Olten","Wangen bei Olten","19",NA,NA,NA
"Solothurn","Bezirk Olten","Schönenwerd","14",NA,NA,NA
"Solothurn","Bezirk Olten","Andere Gemeinden","10",NA,NA,NA
"Solothurn","Bezirk Olten","Däniken","8",NA,NA,NA
"Solothurn","Bezirk Olten","Gretzenbach","8",NA,NA,NA
"Solothurn","Bezirk Olten","Kappel (SO)","8",NA,NA,NA
"Solothurn","Bezirk Olten","Walterswil (SO)","8",NA,NA,NA
"Solothurn","Bezirk Olten","Starrkirch-Wil","6",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Zuchwil","24",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Andere Gemeinden","20",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Derendingen","14",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Biberist","11",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Luterbach","11",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Recherswil","8",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Subingen","8",NA,NA,NA
"Solothurn","Bezirk Wasseramt","Lohn-Ammannsegg","7",NA,NA,NA
"Solothurn","Bezirk Lebern","Grenchen","30",NA,NA,NA
"Solothurn","Bezirk Lebern","Andere Gemeinden","22",NA,NA,NA
"Solothurn","Bezirk Lebern","Langendorf","10",NA,NA,NA
"Solothurn","Bezirk Lebern","Feldbrunnen-St. Niklaus","6",NA,NA,NA
"Solothurn","Bezirk Lebern","Lommiswil","5",NA,NA,NA
"Solothurn","Bezirk Lebern","Riedholz","5",NA,NA,NA
"Solothurn","Bezirk Gösgen","Trimbach","23",NA,NA,NA
"Solothurn","Bezirk Gösgen","Niedergösgen","21",NA,NA,NA
"Solothurn","Bezirk Gösgen","Lostorf","13",NA,NA,NA
"Solothurn","Bezirk Gösgen","Erlinsbach (SO)","6",NA,NA,NA
"Solothurn","Bezirk Gösgen","Andere Gemeinden","5",NA,NA,NA
"Solothurn","Bezirk Gösgen","Obergösgen","5",NA,NA,NA
"Solothurn","Bezirk Gäu","Egerkingen","13",NA,NA,NA
"Solothurn","Bezirk Gäu","Wolfwil","13",NA,NA,NA
"Solothurn","Bezirk Gäu","Oberbuchsiten","11",NA,NA,NA
"Solothurn","Bezirk Gäu","Oensingen","10",NA,NA,NA
"Solothurn","Bezirk Gäu","Härkingen","6",NA,NA,NA
"Solothurn","Bezirk Gäu","Kestenholz","5",NA,NA,NA
"Solothurn","Bezirk Gäu","Neuendorf","5",NA,NA,NA
"Solothurn","Bezirk Solothurn","Solothurn","44",NA,NA,NA
"Solothurn","Anderer Bezirk","","7",NA,NA,NA
"Solothurn","Bezirk Dorneck","Andere Gemeinden","14",NA,NA,NA
"Solothurn","Bezirk Dorneck","Hofstetten-Flüh","10",NA,NA,NA
"Solothurn","Bezirk Dorneck","Dornach","5",NA,NA,NA
"Solothurn","Bezirk Thierstein","Andere Gemeinden","13",NA,NA,NA
"Solothurn","Bezirk Thal","Balsthal","9",NA,NA,NA
"Solothurn","Bezirk Bucheggberg","Buchegg","6",NA,NA,NA
"Thurgau","Bezirk Frauenfeld","Frauenfeld","69",NA,NA,NA
"Thurgau","Bezirk Frauenfeld","Andere Gemeinden","30",NA,NA,NA
"Thurgau","Bezirk Frauenfeld","Gachnang","13",NA,NA,NA
"Thurgau","Bezirk Frauenfeld","Steckborn","11",NA,NA,NA
"Thurgau","Bezirk Frauenfeld","Diessenhofen","10",NA,NA,NA
"Thurgau","Bezirk Frauenfeld","Matzingen","8",NA,NA,NA
"Thurgau","Bezirk Frauenfeld","Stettfurt","5",NA,NA,NA
"Thurgau","Bezirk Kreuzlingen","Kreuzlingen","47",NA,NA,NA
"Thurgau","Bezirk Kreuzlingen","Andere Gemeinden","23",NA,NA,NA
"Thurgau","Bezirk Kreuzlingen","Ermatingen","16",NA,NA,NA
"Thurgau","Bezirk Kreuzlingen","Tägerwilen","16",NA,NA,NA
"Thurgau","Bezirk Kreuzlingen","Salenstein","12",NA,NA,NA
"Thurgau","Bezirk Kreuzlingen","Bottighofen","7",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Aadorf","20",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Münchwilen (TG)","14",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Andere Gemeinden","13",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Sirnach","10",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Eschlikon","8",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Wängi","8",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Bettwiesen","5",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Bichelsee-Balterswil","5",NA,NA,NA
"Thurgau","Bezirk Münchwilen","Fischingen","5",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Andere Gemeinden","16",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Affeltrangen","10",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Bussnang","10",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Märstetten","8",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Bischofszell","7",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Kradolf-Schönenberg","7",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Sulgen","7",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Weinfelden","7",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Wigoltingen","7",NA,NA,NA
"Thurgau","Bezirk Weinfelden","Berg (TG)","6",NA,NA,NA
"Thurgau","Bezirk Arbon","Amriswil","18",NA,NA,NA
"Thurgau","Bezirk Arbon","Arbon","16",NA,NA,NA
"Thurgau","Bezirk Arbon","Horn","9",NA,NA,NA
"Thurgau","Bezirk Arbon","Andere Gemeinden","8",NA,NA,NA
"Thurgau","Bezirk Arbon","Romanshorn","8",NA,NA,NA
"Thurgau","Bezirk Arbon","Egnach","7",NA,NA,NA
"Thurgau","Bezirk Arbon","Kesswil","5",NA,NA,NA
"Obwalden","","Sarnen","136",NA,NA,NA
"Obwalden","","Alpnach","92",NA,NA,NA
"Obwalden","","Sachseln","71",NA,NA,NA
"Obwalden","","Kerns","62",NA,NA,NA
"Obwalden","","Engelberg","49",NA,NA,NA
"Obwalden","","Giswil","42",NA,NA,NA
"Obwalden","","Lungern","5",NA,NA,NA
"Uri","","Altdorf (UR)","129",NA,NA,NA
"Uri","","Schattdorf","70",NA,NA,NA
"Uri","","Bürglen (UR)","53",NA,NA,NA
"Uri","","Erstfeld","36",NA,NA,NA
"Uri","","Flüelen","35",NA,NA,NA
"Uri","","Seedorf (UR)","26",NA,NA,NA
"Uri","","Attinghausen","18",NA,NA,NA
"Uri","","Silenen","16",NA,NA,NA
"Uri","","Andere Gemeinden","13",NA,NA,NA
"Uri","","Seelisberg","10",NA,NA,NA
"Uri","","Sisikon","10",NA,NA,NA
"Uri","","Gurtnellen","7",NA,NA,NA
"Uri","","Andermatt","6",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Binningen","33",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Allschwil","30",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Oberwil (BL)","30",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Reinach (BL)","25",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Muttenz","20",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Münchenstein","18",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Bottmingen","17",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Birsfelden","14",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Therwil","14",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Aesch (BL)","13",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Arlesheim","13",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Ettingen","11",NA,NA,NA
"Basel-Landschaft","Bezirk Arlesheim","Andere Gemeinden","9",NA,NA,NA
"Basel-Landschaft","Bezirk Liestal","Liestal","24",NA,NA,NA
"Basel-Landschaft","Bezirk Liestal","Pratteln","15",NA,NA,NA
"Basel-Landschaft","Bezirk Liestal","Andere Gemeinden","14",NA,NA,NA
"Basel-Landschaft","Bezirk Liestal","Frenkendorf","10",NA,NA,NA
"Basel-Landschaft","Bezirk Liestal","Füllinsdorf","8",NA,NA,NA
"Basel-Landschaft","Bezirk Liestal","Lupsingen","7",NA,NA,NA
"Basel-Landschaft","Bezirk Liestal","Augst","6",NA,NA,NA
"Basel-Landschaft","Bezirk Sissach","Andere Gemeinden","33",NA,NA,NA
"Basel-Landschaft","Bezirk Sissach","Gelterkinden","8",NA,NA,NA
"Basel-Landschaft","Bezirk Sissach","Sissach","8",NA,NA,NA
"Basel-Landschaft","Bezirk Sissach","Itingen","5",NA,NA,NA
"Basel-Landschaft","Bezirk Laufen","Andere Gemeinden","11",NA,NA,NA
"Basel-Landschaft","Bezirk Laufen","Laufen","8",NA,NA,NA
"Basel-Landschaft","Bezirk Laufen","Zwingen","6",NA,NA,NA
"Basel-Landschaft","Bezirk Waldenburg","Andere Gemeinden","14",NA,NA,NA
"Basel-Landschaft","Bezirk Waldenburg","Hölstein","5",NA,NA,NA
"Basel-Stadt","","Basel","333",NA,NA,NA
"Basel-Stadt","","Riehen","38",NA,NA,NA
"Graubünden","Region Plessur","Chur","52",NA,NA,NA
"Graubünden","Region Plessur","Churwalden","6",NA,NA,NA
"Graubünden","Anderer Bezirk","","8",NA,NA,NA
"Graubünden","Region Prättigau / Davos","Andere Gemeinden","17",NA,NA,NA
"Graubünden","Region Prättigau / Davos","Klosters-Serneus","12",NA,NA,NA
"Graubünden","Region Prättigau / Davos","Davos","7",NA,NA,NA
"Graubünden","Region Surselva","Laax","14",NA,NA,NA
"Graubünden","Region Imboden","Flims","11",NA,NA,NA
"Graubünden","Region Surselva","Andere Gemeinden","10",NA,NA,NA
"Graubünden","Region Imboden","Domat/Ems","9",NA,NA,NA
"Graubünden","Region Surselva","Ilanz/Glion","8",NA,NA,NA
"Graubünden","Region Imboden","Andere Gemeinden","7",NA,NA,NA
"Graubünden","Region Imboden","Bonaduz","5",NA,NA,NA
"Graubünden","Region Landquart","Andere Gemeinden","11",NA,NA,NA
"Graubünden","Region Landquart","Landquart","8",NA,NA,NA
"Graubünden","Region Landquart","Maienfeld","6",NA,NA,NA
"Graubünden","Region Viamala","Andere Gemeinden","21",NA,NA,NA
"Graubünden","Region Albula","Vaz/Obervaz","5",NA,NA,NA
"Schaffhausen","Bezirk Schaffhausen","Schaffhausen","68",NA,NA,NA
"Schaffhausen","Bezirk Schaffhausen","Neuhausen am Rheinfall","28",NA,NA,NA
"Schaffhausen","Bezirk Schaffhausen","Beringen","14",NA,NA,NA
"Schaffhausen","Bezirk Schaffhausen","Rüdlingen","5",NA,NA,NA
"Schaffhausen","Anderer Bezirk","","11",NA,NA,NA
"Schaffhausen","Bezirk Reiat","Thayngen","10",NA,NA,NA
"Schaffhausen","Bezirk Stein","Andere Gemeinden","8",NA,NA,NA
"Schaffhausen","Bezirk Stein","Stein am Rhein","8",NA,NA,NA
"Schaffhausen","Bezirk Reiat","Stetten (SH)","6",NA,NA,NA
"Schaffhausen","Bezirk Unterklettgau","Wilchingen","6",NA,NA,NA
"Schaffhausen","Bezirk Schleitheim","Andere Gemeinden","5",NA,NA,NA
"Schaffhausen","Bezirk Oberklettgau","Gächlingen","5",NA,NA,NA
"Glarus","","Glarus Nord","93",NA,NA,NA
"Glarus","","Glarus","44",NA,NA,NA
"Glarus","","Glarus Süd","20",NA,NA,NA
"Freiburg","District de la Sarine","Fribourg","21",NA,NA,NA
"Freiburg","District de la Sarine","Andere Gemeinden","20",NA,NA,NA
"Freiburg","District de la Sarine","Villars-sur-Glâne","11",NA,NA,NA
"Freiburg","District de la Sarine","Belfaux","7",NA,NA,NA
"Freiburg","District de la Sarine","Givisiez","7",NA,NA,NA
"Freiburg","Bezirk Sense","Andere Gemeinden","22",NA,NA,NA
"Freiburg","Bezirk Sense","Düdingen","7",NA,NA,NA
"Freiburg","Bezirk Sense","Bösingen","5",NA,NA,NA
"Freiburg","Bezirk See / District du Lac","Andere Gemeinden","11",NA,NA,NA
"Freiburg","Bezirk See / District du Lac","Murten","11",NA,NA,NA
"Freiburg","Bezirk See / District du Lac","Muntelier","6",NA,NA,NA
"Freiburg","Bezirk See / District du Lac","Courtepin","5",NA,NA,NA
"Freiburg","District de la Broye","Andere Gemeinden","5",NA,NA,NA
"Tessin","Distretto di Bellinzona","Bellinzona","38",NA,NA,NA
"Tessin","Distretto di Bellinzona","Arbedo-Castione","6",NA,NA,NA
"Tessin","Distretto di Bellinzona","Andere Gemeinden","5",NA,NA,NA
"Tessin","Anderer Bezirk","","5",NA,NA,NA
"Tessin","Distretto di Lugano","Lugano","11",NA,NA,NA
"Tessin","Distretto di Locarno","Gordola","9",NA,NA,NA
"Tessin","Distretto di Leventina","Andere Gemeinden","8",NA,NA,NA
"Tessin","Distretto di Riviera","Biasca","8",NA,NA,NA
"Appenzell Ausserrhoden","Bezirk Hinterland","Herisau","17",NA,NA,NA
"Appenzell Ausserrhoden","Bezirk Vorderland","Andere Gemeinden","9",NA,NA,NA
"Appenzell Ausserrhoden","Bezirk Vorderland","Walzenhausen","8",NA,NA,NA
"Appenzell Ausserrhoden","Bezirk Vorderland","Lutzenberg","5",NA,NA,NA
"Appenzell Ausserrhoden","Bezirk Hinterland","Urnäsch","5",NA,NA,NA
"Appenzell Ausserrhoden","Bezirk Mittelland","Andere Gemeinden","8",NA,NA,NA
"Jura","District de Delémont","Andere Gemeinden","9",NA,NA,NA
"Jura","District de Delémont","Delémont","8",NA,NA,NA
"Jura","District de Delémont","Haute-Sorne","7",NA,NA,NA
"Jura","District de Porrentruy","Andere Gemeinden","5",NA,NA,NA
"Neuenburg","Canton de Neuchâtel","Andere Gemeinden","9",NA,NA,NA
"Neuenburg","Canton de Neuchâtel","Le Landeron","5",NA,NA,NA
"Waadt","District de la Broye-Vully","Andere Gemeinden","11",NA,NA,NA
"Anderer Kanton","","","10",NA,NA,NA
"Appenzell Innerrhoden","","Andere Gemeinden","9",NA,NA,NA
NA,NA,NA,NA,"1","datatypes","string,string,string,integer"
NA,NA,NA,NA,"1","title","Zupendelnde in den Kanton Zug"
NA,NA,NA,NA,"1","subtitle","Kanton Zug, 2018"
NA,NA,NA,NA,"1","description","Beinhaltet nur Arbeitspendelnde, welche entweder im Kanton Zug arbeiten. Es werden nur Beziehungen ab 5 Personen ausgewiesen. Bei mehreren Wohnorten wird der Wohnsitz der am nächsten beim Arbeitsort liegt ausgewählt."
NA,NA,NA,NA,"1","source","Bundesamt für Statistik, Pendlermatrix"
