"Woche","Altersklasse","Inzidenz pro 100'000","Meta","Type","Content"
2021-02-08,"Unbekannt",NA,NA,NA,NA
2021-02-15,"Unbekannt",NA,NA,NA,NA
2021-02-22,"Unbekannt",NA,NA,NA,NA
2021-03-01,"Unbekannt",NA,NA,NA,NA
2021-03-08,"Unbekannt",NA,NA,NA,NA
2021-03-15,"Unbekannt",NA,NA,NA,NA
NA,NA,NA,"1","datatypes","week,string,float"
NA,NA,NA,"1","title","Positiv getestete Personen nach Alterskategorien im Zeitverlauf pro 100'000"
NA,NA,NA,"1","subtitle","Datenstand: 19.03.2021"
NA,NA,NA,"1","description","Die Inzidenz wird jeweils pro 100'000 Personen in der entsprechenden Alterklasse ausgewiesen. Aufgrund der kleinen Fallzahlen im Kanton Zug können starke Ausreisser innerhalb einzelner Gruppen ohne sachliche Begründung vorkommen."
NA,NA,NA,"1","source","Bundesamt für Gesundheit"
