"Woche","Altersklasse","Inzidenz pro 100'000","Meta","Type","Content"
2020-10-26,"0 - 9 Jahre","0",NA,NA,NA
2020-11-02,"0 - 9 Jahre","0",NA,NA,NA
2020-11-09,"0 - 9 Jahre","0",NA,NA,NA
2020-11-16,"0 - 9 Jahre","0",NA,NA,NA
2020-11-23,"0 - 9 Jahre","0",NA,NA,NA
2020-11-30,"0 - 9 Jahre","0",NA,NA,NA
2020-12-07,"0 - 9 Jahre","0",NA,NA,NA
2020-02-24,"10 - 19 Jahre","0",NA,NA,NA
2020-03-02,"10 - 19 Jahre","0",NA,NA,NA
2020-03-09,"10 - 19 Jahre","0",NA,NA,NA
2020-03-16,"10 - 19 Jahre","0",NA,NA,NA
2020-03-23,"10 - 19 Jahre","0",NA,NA,NA
2020-03-30,"10 - 19 Jahre","0",NA,NA,NA
2020-04-06,"10 - 19 Jahre","0",NA,NA,NA
2020-04-13,"10 - 19 Jahre","0",NA,NA,NA
2020-04-20,"10 - 19 Jahre","0",NA,NA,NA
2020-04-27,"10 - 19 Jahre","0",NA,NA,NA
2020-05-04,"10 - 19 Jahre","0",NA,NA,NA
2020-05-11,"10 - 19 Jahre","0",NA,NA,NA
2020-05-18,"10 - 19 Jahre","0",NA,NA,NA
2020-05-25,"10 - 19 Jahre","0",NA,NA,NA
2020-06-01,"10 - 19 Jahre","0",NA,NA,NA
2020-06-08,"10 - 19 Jahre","0",NA,NA,NA
2020-06-15,"10 - 19 Jahre","0",NA,NA,NA
2020-06-22,"10 - 19 Jahre","0",NA,NA,NA
2020-06-29,"10 - 19 Jahre","0",NA,NA,NA
2020-07-06,"10 - 19 Jahre","0",NA,NA,NA
2020-07-13,"10 - 19 Jahre","0",NA,NA,NA
2020-07-20,"10 - 19 Jahre","0",NA,NA,NA
2020-07-27,"10 - 19 Jahre","0",NA,NA,NA
2020-08-03,"10 - 19 Jahre","0",NA,NA,NA
2020-08-10,"10 - 19 Jahre","0",NA,NA,NA
2020-08-17,"10 - 19 Jahre","0",NA,NA,NA
2020-08-24,"10 - 19 Jahre","0",NA,NA,NA
2020-08-31,"10 - 19 Jahre","0",NA,NA,NA
2020-09-07,"10 - 19 Jahre","0",NA,NA,NA
2020-09-14,"10 - 19 Jahre","0",NA,NA,NA
2020-09-21,"10 - 19 Jahre","0",NA,NA,NA
2020-09-28,"10 - 19 Jahre","0",NA,NA,NA
2020-10-05,"10 - 19 Jahre","0",NA,NA,NA
2020-10-12,"10 - 19 Jahre","0",NA,NA,NA
2020-10-19,"10 - 19 Jahre","0",NA,NA,NA
2020-10-26,"10 - 19 Jahre","0",NA,NA,NA
2020-11-02,"10 - 19 Jahre","0",NA,NA,NA
2020-11-09,"10 - 19 Jahre","0",NA,NA,NA
2020-11-16,"10 - 19 Jahre","0",NA,NA,NA
2020-11-23,"10 - 19 Jahre","0",NA,NA,NA
2020-11-30,"10 - 19 Jahre","0",NA,NA,NA
2020-12-07,"10 - 19 Jahre","0",NA,NA,NA
2020-02-24,"20 - 29 Jahre","0",NA,NA,NA
2020-03-02,"20 - 29 Jahre","0",NA,NA,NA
2020-03-09,"20 - 29 Jahre","0",NA,NA,NA
2020-03-16,"20 - 29 Jahre","0",NA,NA,NA
2020-03-23,"20 - 29 Jahre","0",NA,NA,NA
2020-03-30,"20 - 29 Jahre","0",NA,NA,NA
2020-04-06,"20 - 29 Jahre","0",NA,NA,NA
2020-04-13,"20 - 29 Jahre","0",NA,NA,NA
2020-04-20,"20 - 29 Jahre","0",NA,NA,NA
2020-04-27,"20 - 29 Jahre","0",NA,NA,NA
2020-05-04,"20 - 29 Jahre","0",NA,NA,NA
2020-05-11,"20 - 29 Jahre","0",NA,NA,NA
2020-05-18,"20 - 29 Jahre","0",NA,NA,NA
2020-05-25,"20 - 29 Jahre","0",NA,NA,NA
2020-06-01,"20 - 29 Jahre","0",NA,NA,NA
2020-06-08,"20 - 29 Jahre","0",NA,NA,NA
2020-06-15,"20 - 29 Jahre","0",NA,NA,NA
2020-06-22,"20 - 29 Jahre","0",NA,NA,NA
2020-06-29,"20 - 29 Jahre","0",NA,NA,NA
2020-07-06,"20 - 29 Jahre","0",NA,NA,NA
2020-07-13,"20 - 29 Jahre","0",NA,NA,NA
2020-07-20,"20 - 29 Jahre","0",NA,NA,NA
2020-07-27,"20 - 29 Jahre","0",NA,NA,NA
2020-08-03,"20 - 29 Jahre","0",NA,NA,NA
2020-08-10,"20 - 29 Jahre","0",NA,NA,NA
2020-08-17,"20 - 29 Jahre","0",NA,NA,NA
2020-08-24,"20 - 29 Jahre","0",NA,NA,NA
2020-08-31,"20 - 29 Jahre","0",NA,NA,NA
2020-09-07,"20 - 29 Jahre","0",NA,NA,NA
2020-09-14,"20 - 29 Jahre","0",NA,NA,NA
2020-09-21,"20 - 29 Jahre","0",NA,NA,NA
2020-09-28,"20 - 29 Jahre","0",NA,NA,NA
2020-10-05,"20 - 29 Jahre","0",NA,NA,NA
2020-10-12,"20 - 29 Jahre","0",NA,NA,NA
2020-10-19,"20 - 29 Jahre","0",NA,NA,NA
2020-10-26,"20 - 29 Jahre","0",NA,NA,NA
2020-11-02,"20 - 29 Jahre","0",NA,NA,NA
2020-11-09,"20 - 29 Jahre","0",NA,NA,NA
2020-11-16,"20 - 29 Jahre","0",NA,NA,NA
2020-11-23,"20 - 29 Jahre","0",NA,NA,NA
2020-11-30,"20 - 29 Jahre","0",NA,NA,NA
2020-12-07,"20 - 29 Jahre","0",NA,NA,NA
2020-02-24,"30 - 39 Jahre","0",NA,NA,NA
2020-03-02,"30 - 39 Jahre","0",NA,NA,NA
2020-03-09,"30 - 39 Jahre","0",NA,NA,NA
2020-03-16,"30 - 39 Jahre","0",NA,NA,NA
2020-03-23,"30 - 39 Jahre","0",NA,NA,NA
2020-03-30,"30 - 39 Jahre","0",NA,NA,NA
2020-04-06,"30 - 39 Jahre","0",NA,NA,NA
2020-04-13,"30 - 39 Jahre","0",NA,NA,NA
2020-04-20,"30 - 39 Jahre","0",NA,NA,NA
2020-04-27,"30 - 39 Jahre","0",NA,NA,NA
2020-05-04,"30 - 39 Jahre","0",NA,NA,NA
2020-05-11,"30 - 39 Jahre","0",NA,NA,NA
2020-05-18,"30 - 39 Jahre","0",NA,NA,NA
2020-05-25,"30 - 39 Jahre","0",NA,NA,NA
2020-06-01,"30 - 39 Jahre","0",NA,NA,NA
2020-06-08,"30 - 39 Jahre","0",NA,NA,NA
2020-06-15,"30 - 39 Jahre","0",NA,NA,NA
2020-06-22,"30 - 39 Jahre","0",NA,NA,NA
2020-06-29,"30 - 39 Jahre","0",NA,NA,NA
2020-07-06,"30 - 39 Jahre","0",NA,NA,NA
2020-07-13,"30 - 39 Jahre","0",NA,NA,NA
2020-07-20,"30 - 39 Jahre","0",NA,NA,NA
2020-07-27,"30 - 39 Jahre","0",NA,NA,NA
2020-08-03,"30 - 39 Jahre","0",NA,NA,NA
2020-08-10,"30 - 39 Jahre","0",NA,NA,NA
2020-08-17,"30 - 39 Jahre","0",NA,NA,NA
2020-08-24,"30 - 39 Jahre","0",NA,NA,NA
2020-08-31,"30 - 39 Jahre","0",NA,NA,NA
2020-09-07,"30 - 39 Jahre","0",NA,NA,NA
2020-09-14,"30 - 39 Jahre","0",NA,NA,NA
2020-09-21,"30 - 39 Jahre","0",NA,NA,NA
2020-09-28,"30 - 39 Jahre","0",NA,NA,NA
2020-10-05,"30 - 39 Jahre","0",NA,NA,NA
2020-10-12,"30 - 39 Jahre","0",NA,NA,NA
2020-10-19,"30 - 39 Jahre","0",NA,NA,NA
2020-10-26,"30 - 39 Jahre","0",NA,NA,NA
2020-11-02,"30 - 39 Jahre","0",NA,NA,NA
2020-11-09,"30 - 39 Jahre","0",NA,NA,NA
2020-11-16,"30 - 39 Jahre","0",NA,NA,NA
2020-11-23,"30 - 39 Jahre","0",NA,NA,NA
2020-11-30,"30 - 39 Jahre","0",NA,NA,NA
2020-12-07,"30 - 39 Jahre","0",NA,NA,NA
2020-02-24,"40 - 49 Jahre","0",NA,NA,NA
2020-03-02,"40 - 49 Jahre","0",NA,NA,NA
2020-03-09,"40 - 49 Jahre","0",NA,NA,NA
2020-03-16,"40 - 49 Jahre","0",NA,NA,NA
2020-03-23,"40 - 49 Jahre","0",NA,NA,NA
2020-03-30,"40 - 49 Jahre","0",NA,NA,NA
2020-04-06,"40 - 49 Jahre","0",NA,NA,NA
2020-04-13,"40 - 49 Jahre","0",NA,NA,NA
2020-04-20,"40 - 49 Jahre","0",NA,NA,NA
2020-04-27,"40 - 49 Jahre","0",NA,NA,NA
2020-05-04,"40 - 49 Jahre","0",NA,NA,NA
2020-05-11,"40 - 49 Jahre","0",NA,NA,NA
2020-05-18,"40 - 49 Jahre","0",NA,NA,NA
2020-05-25,"40 - 49 Jahre","0",NA,NA,NA
2020-06-01,"40 - 49 Jahre","0",NA,NA,NA
2020-06-08,"40 - 49 Jahre","0",NA,NA,NA
2020-06-15,"40 - 49 Jahre","0",NA,NA,NA
2020-06-22,"40 - 49 Jahre","0",NA,NA,NA
2020-06-29,"40 - 49 Jahre","0",NA,NA,NA
2020-07-06,"40 - 49 Jahre","0",NA,NA,NA
2020-07-13,"40 - 49 Jahre","0",NA,NA,NA
2020-07-20,"40 - 49 Jahre","0",NA,NA,NA
2020-07-27,"40 - 49 Jahre","0",NA,NA,NA
2020-08-03,"40 - 49 Jahre","0",NA,NA,NA
2020-08-10,"40 - 49 Jahre","0",NA,NA,NA
2020-08-17,"40 - 49 Jahre","0",NA,NA,NA
2020-08-24,"40 - 49 Jahre","0",NA,NA,NA
2020-08-31,"40 - 49 Jahre","0",NA,NA,NA
2020-09-07,"40 - 49 Jahre","0",NA,NA,NA
2020-09-14,"40 - 49 Jahre","0",NA,NA,NA
2020-09-21,"40 - 49 Jahre","0",NA,NA,NA
2020-09-28,"40 - 49 Jahre","0",NA,NA,NA
2020-10-05,"40 - 49 Jahre","0",NA,NA,NA
2020-10-12,"40 - 49 Jahre","0",NA,NA,NA
2020-10-19,"40 - 49 Jahre","0",NA,NA,NA
2020-10-26,"40 - 49 Jahre","0",NA,NA,NA
2020-11-02,"40 - 49 Jahre","0",NA,NA,NA
2020-11-09,"40 - 49 Jahre","0",NA,NA,NA
2020-11-16,"40 - 49 Jahre","0",NA,NA,NA
2020-11-23,"40 - 49 Jahre","0",NA,NA,NA
2020-11-30,"40 - 49 Jahre","0",NA,NA,NA
2020-12-07,"40 - 49 Jahre","0",NA,NA,NA
2020-02-24,"50 - 59 Jahre","0",NA,NA,NA
2020-03-02,"50 - 59 Jahre","0",NA,NA,NA
2020-03-09,"50 - 59 Jahre","0",NA,NA,NA
2020-03-16,"50 - 59 Jahre","0",NA,NA,NA
2020-03-23,"50 - 59 Jahre","0",NA,NA,NA
2020-03-30,"50 - 59 Jahre","0",NA,NA,NA
2020-04-06,"50 - 59 Jahre","0",NA,NA,NA
2020-04-13,"50 - 59 Jahre","0",NA,NA,NA
2020-04-20,"50 - 59 Jahre","0",NA,NA,NA
2020-04-27,"50 - 59 Jahre","0",NA,NA,NA
2020-05-04,"50 - 59 Jahre","0",NA,NA,NA
2020-05-11,"50 - 59 Jahre","0",NA,NA,NA
2020-05-18,"50 - 59 Jahre","0",NA,NA,NA
2020-05-25,"50 - 59 Jahre","0",NA,NA,NA
2020-06-01,"50 - 59 Jahre","0",NA,NA,NA
2020-06-08,"50 - 59 Jahre","0",NA,NA,NA
2020-06-15,"50 - 59 Jahre","0",NA,NA,NA
2020-06-22,"50 - 59 Jahre","0",NA,NA,NA
2020-06-29,"50 - 59 Jahre","0",NA,NA,NA
2020-07-06,"50 - 59 Jahre","0",NA,NA,NA
2020-07-13,"50 - 59 Jahre","0",NA,NA,NA
2020-07-20,"50 - 59 Jahre","0",NA,NA,NA
2020-07-27,"50 - 59 Jahre","0",NA,NA,NA
2020-08-03,"50 - 59 Jahre","0",NA,NA,NA
2020-08-10,"50 - 59 Jahre","0",NA,NA,NA
2020-08-17,"50 - 59 Jahre","0",NA,NA,NA
2020-08-24,"50 - 59 Jahre","0",NA,NA,NA
2020-08-31,"50 - 59 Jahre","0",NA,NA,NA
2020-09-07,"50 - 59 Jahre","0",NA,NA,NA
2020-09-14,"50 - 59 Jahre","0",NA,NA,NA
2020-09-21,"50 - 59 Jahre","0",NA,NA,NA
2020-09-28,"50 - 59 Jahre","0",NA,NA,NA
2020-10-05,"50 - 59 Jahre","0",NA,NA,NA
2020-10-12,"50 - 59 Jahre","0",NA,NA,NA
2020-10-19,"50 - 59 Jahre","0",NA,NA,NA
2020-10-26,"50 - 59 Jahre","0",NA,NA,NA
2020-11-02,"50 - 59 Jahre","0",NA,NA,NA
2020-11-09,"50 - 59 Jahre","0",NA,NA,NA
2020-11-16,"50 - 59 Jahre","0",NA,NA,NA
2020-11-23,"50 - 59 Jahre","0",NA,NA,NA
2020-11-30,"50 - 59 Jahre","0",NA,NA,NA
2020-12-07,"50 - 59 Jahre","0",NA,NA,NA
2020-02-24,"60 - 69 Jahre","0",NA,NA,NA
2020-03-02,"60 - 69 Jahre","0",NA,NA,NA
2020-03-09,"60 - 69 Jahre","0",NA,NA,NA
2020-03-16,"60 - 69 Jahre","0",NA,NA,NA
2020-03-23,"60 - 69 Jahre","0",NA,NA,NA
2020-03-30,"60 - 69 Jahre","0",NA,NA,NA
2020-04-06,"60 - 69 Jahre","0",NA,NA,NA
2020-04-13,"60 - 69 Jahre","0",NA,NA,NA
2020-04-20,"60 - 69 Jahre","7.27",NA,NA,NA
2020-04-27,"60 - 69 Jahre","0",NA,NA,NA
2020-05-04,"60 - 69 Jahre","0",NA,NA,NA
2020-05-11,"60 - 69 Jahre","0",NA,NA,NA
2020-05-18,"60 - 69 Jahre","0",NA,NA,NA
2020-05-25,"60 - 69 Jahre","0",NA,NA,NA
2020-06-01,"60 - 69 Jahre","0",NA,NA,NA
2020-06-08,"60 - 69 Jahre","0",NA,NA,NA
2020-06-15,"60 - 69 Jahre","0",NA,NA,NA
2020-06-22,"60 - 69 Jahre","0",NA,NA,NA
2020-06-29,"60 - 69 Jahre","0",NA,NA,NA
2020-07-06,"60 - 69 Jahre","0",NA,NA,NA
2020-07-13,"60 - 69 Jahre","0",NA,NA,NA
2020-07-20,"60 - 69 Jahre","0",NA,NA,NA
2020-07-27,"60 - 69 Jahre","0",NA,NA,NA
2020-08-03,"60 - 69 Jahre","0",NA,NA,NA
2020-08-10,"60 - 69 Jahre","0",NA,NA,NA
2020-08-17,"60 - 69 Jahre","0",NA,NA,NA
2020-08-24,"60 - 69 Jahre","0",NA,NA,NA
2020-08-31,"60 - 69 Jahre","0",NA,NA,NA
2020-09-07,"60 - 69 Jahre","0",NA,NA,NA
2020-09-14,"60 - 69 Jahre","0",NA,NA,NA
2020-09-21,"60 - 69 Jahre","0",NA,NA,NA
2020-09-28,"60 - 69 Jahre","0",NA,NA,NA
2020-10-05,"60 - 69 Jahre","0",NA,NA,NA
2020-10-12,"60 - 69 Jahre","0",NA,NA,NA
2020-10-19,"60 - 69 Jahre","0",NA,NA,NA
2020-10-26,"60 - 69 Jahre","7.27",NA,NA,NA
2020-11-02,"60 - 69 Jahre","0",NA,NA,NA
2020-11-09,"60 - 69 Jahre","0",NA,NA,NA
2020-11-16,"60 - 69 Jahre","0",NA,NA,NA
2020-11-23,"60 - 69 Jahre","0",NA,NA,NA
2020-11-30,"60 - 69 Jahre","0",NA,NA,NA
2020-12-07,"60 - 69 Jahre","0",NA,NA,NA
2020-02-24,"70 - 79 Jahre","0",NA,NA,NA
2020-03-02,"70 - 79 Jahre","0",NA,NA,NA
2020-03-09,"70 - 79 Jahre","0",NA,NA,NA
2020-03-16,"70 - 79 Jahre","0",NA,NA,NA
2020-03-23,"70 - 79 Jahre","9.89",NA,NA,NA
2020-03-30,"70 - 79 Jahre","9.89",NA,NA,NA
2020-04-06,"70 - 79 Jahre","9.89",NA,NA,NA
2020-04-13,"70 - 79 Jahre","0",NA,NA,NA
2020-04-20,"70 - 79 Jahre","0",NA,NA,NA
2020-04-27,"70 - 79 Jahre","0",NA,NA,NA
2020-05-04,"70 - 79 Jahre","0",NA,NA,NA
2020-05-11,"70 - 79 Jahre","0",NA,NA,NA
2020-05-18,"70 - 79 Jahre","0",NA,NA,NA
2020-05-25,"70 - 79 Jahre","0",NA,NA,NA
2020-06-01,"70 - 79 Jahre","0",NA,NA,NA
2020-06-08,"70 - 79 Jahre","0",NA,NA,NA
2020-06-15,"70 - 79 Jahre","0",NA,NA,NA
2020-06-22,"70 - 79 Jahre","0",NA,NA,NA
2020-06-29,"70 - 79 Jahre","0",NA,NA,NA
2020-07-06,"70 - 79 Jahre","0",NA,NA,NA
2020-07-13,"70 - 79 Jahre","0",NA,NA,NA
2020-07-20,"70 - 79 Jahre","0",NA,NA,NA
2020-07-27,"70 - 79 Jahre","0",NA,NA,NA
2020-08-03,"70 - 79 Jahre","0",NA,NA,NA
2020-08-10,"70 - 79 Jahre","0",NA,NA,NA
2020-08-17,"70 - 79 Jahre","0",NA,NA,NA
2020-08-24,"70 - 79 Jahre","0",NA,NA,NA
2020-08-31,"70 - 79 Jahre","0",NA,NA,NA
2020-09-07,"70 - 79 Jahre","0",NA,NA,NA
2020-09-14,"70 - 79 Jahre","0",NA,NA,NA
2020-09-21,"70 - 79 Jahre","0",NA,NA,NA
2020-09-28,"70 - 79 Jahre","0",NA,NA,NA
2020-10-05,"70 - 79 Jahre","0",NA,NA,NA
2020-10-12,"70 - 79 Jahre","0",NA,NA,NA
2020-10-19,"70 - 79 Jahre","0",NA,NA,NA
2020-10-26,"70 - 79 Jahre","0",NA,NA,NA
2020-11-02,"70 - 79 Jahre","0",NA,NA,NA
2020-11-09,"70 - 79 Jahre","0",NA,NA,NA
2020-11-16,"70 - 79 Jahre","0",NA,NA,NA
2020-11-23,"70 - 79 Jahre","0",NA,NA,NA
2020-11-30,"70 - 79 Jahre","0",NA,NA,NA
2020-12-07,"70 - 79 Jahre","0",NA,NA,NA
2020-02-24,"80+ Jahre","0",NA,NA,NA
2020-03-02,"80+ Jahre","0",NA,NA,NA
2020-03-09,"80+ Jahre","0",NA,NA,NA
2020-03-16,"80+ Jahre","0",NA,NA,NA
2020-03-23,"80+ Jahre","0",NA,NA,NA
2020-03-30,"80+ Jahre","17.1",NA,NA,NA
2020-04-06,"80+ Jahre","17.1",NA,NA,NA
2020-04-13,"80+ Jahre","34.21",NA,NA,NA
2020-04-20,"80+ Jahre","0",NA,NA,NA
2020-04-27,"80+ Jahre","0",NA,NA,NA
2020-05-04,"80+ Jahre","0",NA,NA,NA
2020-05-11,"80+ Jahre","0",NA,NA,NA
2020-05-18,"80+ Jahre","0",NA,NA,NA
2020-05-25,"80+ Jahre","0",NA,NA,NA
2020-06-01,"80+ Jahre","0",NA,NA,NA
2020-06-08,"80+ Jahre","0",NA,NA,NA
2020-06-15,"80+ Jahre","0",NA,NA,NA
2020-06-22,"80+ Jahre","0",NA,NA,NA
2020-06-29,"80+ Jahre","0",NA,NA,NA
2020-07-06,"80+ Jahre","0",NA,NA,NA
2020-07-13,"80+ Jahre","0",NA,NA,NA
2020-07-20,"80+ Jahre","0",NA,NA,NA
2020-07-27,"80+ Jahre","0",NA,NA,NA
2020-08-03,"80+ Jahre","0",NA,NA,NA
2020-08-10,"80+ Jahre","0",NA,NA,NA
2020-08-17,"80+ Jahre","0",NA,NA,NA
2020-08-24,"80+ Jahre","0",NA,NA,NA
2020-08-31,"80+ Jahre","0",NA,NA,NA
2020-09-07,"80+ Jahre","0",NA,NA,NA
2020-09-14,"80+ Jahre","0",NA,NA,NA
2020-09-21,"80+ Jahre","0",NA,NA,NA
2020-09-28,"80+ Jahre","0",NA,NA,NA
2020-10-05,"80+ Jahre","0",NA,NA,NA
2020-10-12,"80+ Jahre","17.1",NA,NA,NA
2020-10-19,"80+ Jahre","0",NA,NA,NA
2020-10-26,"80+ Jahre","17.1",NA,NA,NA
2020-11-02,"80+ Jahre","34.21",NA,NA,NA
2020-11-09,"80+ Jahre","102.62",NA,NA,NA
2020-11-16,"80+ Jahre","68.41",NA,NA,NA
2020-11-23,"80+ Jahre","17.1",NA,NA,NA
2020-11-30,"80+ Jahre","102.62",NA,NA,NA
2020-12-07,"80+ Jahre","51.31",NA,NA,NA
2020-02-24,"Unbekannt",NA,NA,NA,NA
2020-03-02,"Unbekannt",NA,NA,NA,NA
2020-03-09,"Unbekannt",NA,NA,NA,NA
2020-03-16,"Unbekannt",NA,NA,NA,NA
2020-03-23,"Unbekannt",NA,NA,NA,NA
2020-03-30,"Unbekannt",NA,NA,NA,NA
2020-04-06,"Unbekannt",NA,NA,NA,NA
2020-04-13,"Unbekannt",NA,NA,NA,NA
2020-04-20,"Unbekannt",NA,NA,NA,NA
2020-04-27,"Unbekannt",NA,NA,NA,NA
2020-05-04,"Unbekannt",NA,NA,NA,NA
2020-05-11,"Unbekannt",NA,NA,NA,NA
2020-05-18,"Unbekannt",NA,NA,NA,NA
2020-05-25,"Unbekannt",NA,NA,NA,NA
2020-06-01,"Unbekannt",NA,NA,NA,NA
2020-06-08,"Unbekannt",NA,NA,NA,NA
2020-06-15,"Unbekannt",NA,NA,NA,NA
2020-06-22,"Unbekannt",NA,NA,NA,NA
2020-06-29,"Unbekannt",NA,NA,NA,NA
2020-07-06,"Unbekannt",NA,NA,NA,NA
2020-07-13,"Unbekannt",NA,NA,NA,NA
2020-07-20,"Unbekannt",NA,NA,NA,NA
2020-07-27,"Unbekannt",NA,NA,NA,NA
2020-08-03,"Unbekannt",NA,NA,NA,NA
2020-08-10,"Unbekannt",NA,NA,NA,NA
2020-08-17,"Unbekannt",NA,NA,NA,NA
2020-08-24,"Unbekannt",NA,NA,NA,NA
2020-08-31,"Unbekannt",NA,NA,NA,NA
2020-09-07,"Unbekannt",NA,NA,NA,NA
2020-09-14,"Unbekannt",NA,NA,NA,NA
2020-09-21,"Unbekannt",NA,NA,NA,NA
2020-09-28,"Unbekannt",NA,NA,NA,NA
2020-10-05,"Unbekannt",NA,NA,NA,NA
2020-10-12,"Unbekannt",NA,NA,NA,NA
2020-10-19,"Unbekannt",NA,NA,NA,NA
2020-10-26,"Unbekannt",NA,NA,NA,NA
2020-11-02,"Unbekannt",NA,NA,NA,NA
2020-11-09,"Unbekannt",NA,NA,NA,NA
2020-11-16,"Unbekannt",NA,NA,NA,NA
2020-11-23,"Unbekannt",NA,NA,NA,NA
2020-11-30,"Unbekannt",NA,NA,NA,NA
2020-12-07,"Unbekannt",NA,NA,NA,NA
NA,NA,NA,"1","datatypes","week,string,float"
NA,NA,NA,"1","title","Todesfälle aufgrund von COVID-19 nach Alterskategorien im Zeitverlauf pro 100'000"
NA,NA,NA,"1","subtitle","Datenstand: 10.12.2020"
NA,NA,NA,"1","description","Die Inzidenz wird jeweils pro 100'000 Personen in der entsprechenden Alterklasse ausgewiesen. Aufgrund der kleinen Fallzahlen im Kanton Zug können starke Ausreisser innerhalb einzelner Gruppen ohne sachliche Begründung vorkommen. Todesfälle werden beim BAG mit zeitlicher Verzögerung registriert, diese Zahlen umfassen noch nicht alle im Kanton registrierten Fälle."
NA,NA,NA,"1","source","Bundesamt für Gesundheit"
